Référence,Version,Prédéterminé,Type,EAN13,Famille,Catalogue,"Tarif national",Garantie,"Étiquette V/F","Fiche technique",Description,masterfile.tender_text,masterfile.codi_duaner,Matériel,Fini,grand,Largeur,Hauteur,Projection,"Source de lumière","Inclure une ampoule","Efficacité énergétique","Unités masterbox","Produit déclassé","Lancement de produit","Poids emballé (kg)","Weight master box","Poids net (kg)","Unité de volume (m3)","Volume Master box (m3)","Length Box 1","Largeur de la boîte 1","Boîte de hauteur 1","Length Box 2","Largeur de la boîte 2","Boîte de hauteur 2","Length Box 3","Largeur de la boîte 3","Boîte de hauteur 3","Length MB 1","Largeur MB 1","Hauteur MB 1","Length MB 2","Largeur MB 2","Hauteur MB 2","Length MB 3","Largeur MB 3","Hauteur MB 3","Watts (W)","Lumens (lm)","Real Lumens (lm)","Température de couleur LED (K)",CRI,"Faisceau de lumière (°)","Réglementation de type",IP,IK,"Image Web","Image d'environnement 1","Image d'environnement 2","Image d'environnement 3","Image de détail 1","Image de détail 2",IMC,EE,Photométrie,masterfile.ploma_comercial,Accessoires,3D,masterfile.ies,masterfile.ldt,"Codi Kenya","Código RETILAP","Maroc Code","Pays Code 4","Pays Code 5","Pays Code 6",Modèle
05-7385-05-05,V0,Non,"Applique murale",8435526865017,Invisible,Decorative,608,5,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/05-7385-05-05.html,"APPLIQUE MURALE INVISIBLE LED 11.2W 2700K TOUCH DIMMING NOIR 551LM","LedsC4 Invisible 05-7385-05-05  Applique murale à usage intérieur pour éclairer vers le bas.  Le module optique peut facilement tourner 360º. Matière de la structure: Aluminium, Acier. Finition structure: Noir. Matière du diffuseur: PMMA. Finition diffuseur: Nuancé. Garantie: 5 Ans.  Poids net du produit (kg): 2.5 Longueur du produit (mm): 1000 Largeur ou diamètre du produit (mm): 120 Sortie du produit (mm): 1150  Classe 2. Essai au fil incandescent: 750. IP: IP20. LED. Nombre de douilles ou LED: 1. Marque du Driver: MEANWELL. Puissance maximale de la source lumineuse: 9W. Température de couleur: 2700K. Indice de rendu des couleurs: 80. Steps Mac Adam: 5. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 22.2. Risque photobiologique: RG0. Flux réel (lm): 551. Flux nominal (lm): 765. Lm/W réels: 49. Plage de tension/fréquence: 90-264/50-60Hz. Tension: 3. Appareillage fourni: Oui. Appareillage multitension fourni. Puissance totale: 11.2. Facteur de puissance: 0.40. Appareillage réglable fourni: TOUCH DIMMING.",9405119090,"Aluminium, Acier, PMMA","Noir, Nuancé",1000,120,,1150,"1xLED 9 765 lm",Oui,F,2,"Discontinuo FR",2019,5,10,"2,5","0,062","0,124",1425,190,170,,,,,,,,,,,,,,,,"11,2",765,551,2700K,80,,"TOUCH DIMMING",IP20,,https://files.ledsc4.com/main-photo/05-7385-05-05,https://files.ledsc4.com/ambience-photo/1/05-7385-05-05,https://files.ledsc4.com/ambience-photo/2/05-7385-05-05,,https://files.ledsc4.com/detail-photo/1/05-7385-05-05,,https://files.ledsc4.com/imc/05-7385-05-05.html,https://files.ledsc4.com/el/05-7385-05-05.html,https://files.ledsc4.com/fm/05-7385-05-05.html,https://files.ledsc4.com/pl/05-7385-05-05.html,,https://files.ledsc4.com/3d/05-7385-05-05.html,https://files.ledsc4.com/ies/05-7385-05-05.html,https://files.ledsc4.com/ldt/05-7385-05-05.html,,,FX-LED-II,,,,"Invisible Wall Fixture"
00-7382-05-05,V0,Non,Suspension,8435526865031,"Invisible Single Fixed",Decorative,"353,95",5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/00-7382-05-05.html,"SUSPENSION INVISIBLE SINGLE FIXED LED 12.2W 2700K PHASE CUT NOIR 551LM","LedsC4 Invisible Single Fixed 00-7382-05-05  Suspension à usage intérieur pour éclairer vers le bas.  Le module optique peut facilement tourner 360º. Matière de la structure: Aluminium, Acier. Finition structure: Noir. Matière du diffuseur: PMMA. Finition diffuseur: Nuancé. Garantie: 5 Ans.  Poids net du produit (kg): 0.88 Largeur ou diamètre du produit (mm): 150 Hauteur du produit (mm): 800-2500  Classe 2. Essai au fil incandescent: 750. IP: IP20. LED. Nombre de douilles ou LED: 1. Marque du Driver: HEP. Puissance maximale de la source lumineuse: 9W. Température de couleur: 2700K. Indice de rendu des couleurs: 80. Steps Mac Adam: 5. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 22.2. Risque photobiologique: RG0. Flux réel (lm): 551. Flux nominal (lm): 765. Lm/W réels: 45. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 3. Appareillage fourni: Oui. Puissance totale: 12.2. Facteur de puissance: 0.90. Appareillage réglable fourni: PHASE CUT.",9405119090,"Aluminium, Acier, PMMA","Noir, Nuancé",,150,800-2500,,"1xLED 9 765 lm",Oui,F,4,"Discontinuo FR",2019,"1,8","7,2","0,88","0,015","0,06",185,80,805,,,,,,,,,,,,,,,,"12,2",765,551,2700K,80,,"PHASE CUT",IP20,,https://files.ledsc4.com/main-photo/00-7382-05-05,https://files.ledsc4.com/ambience-photo/1/00-7382-05-05,https://files.ledsc4.com/ambience-photo/2/00-7382-05-05,,https://files.ledsc4.com/detail-photo/1/00-7382-05-05,,https://files.ledsc4.com/imc/00-7382-05-05.html,https://files.ledsc4.com/el/00-7382-05-05.html,https://files.ledsc4.com/fm/00-7382-05-05.html,https://files.ledsc4.com/pl/00-7382-05-05.html,,https://files.ledsc4.com/3d/00-7382-05-05.html,https://files.ledsc4.com/ies/00-7382-05-05.html,https://files.ledsc4.com/ldt/00-7382-05-05.html,,,FX-LED-II,,,,"Invisible Pendant Single Fixed"
TC-0473-BLA,V0,Non,Rail,8435526866649,"Spoty Tr",Forlight,,2,,https://files.ledsc4.com/ft2/fr/TC-0473-BLA.html,"RAIL MONOPHASE + CACHE FINAL + CONNECTEUR D'ALIMENTATION","LedsC4 Spoty Tr TC-0473-BLA  Rail à usage intérieur  Matière de la structure: Aluminium, Polycarbonate. Finition structure: Blanc. Garantie: 2 Ans.  Poids net du produit (kg): 1.15 Longueur du produit (mm): 2072 Largeur ou diamètre du produit (mm): 34 Hauteur du produit (mm): 18  Classe 2.",9405990090,"Aluminium, Polycarbonate","Blanc, Ambré",2072,34,18,,,Non,"NA EPREL",10,"Descatalogado FR",2019,"1,75","17,5","1,15","0,009","0,09",2029,65,65,,,,,,,,,,,,,,,,,,,,,,,,,https://files.ledsc4.com/main-photo/TC-0473-BLA,,,,,,https://files.ledsc4.com/imc/TC-0473-BLA.html,,,,https://files.ledsc4.com/ft3/fr/TC-0473-BLA.html,,,,,,NA-Accessory,,,,
TC-0484-BLA,V0,Oui,"Projecteur et spot",8435526866571,"Key Round",Forlight,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/TC-0484-BLA.html,"PROJECTEUR ET SPOT KEY ROUND GU10 8W BLANC IP20","LedsC4 Key Round TC-0484-BLA  Projecteur et spot à usage intérieur avec éclairage orientable.   Compatible avec rail triphasé. Non compatible avec TC-0473-BLA. Le module optique peut facilement tourner 360º. Matière de la structure: Aluminium. Finition structure: Blanc. Garantie: 3 Ans.  Poids net du produit (kg): 0.62 Largeur ou diamètre du produit (mm): 118 Hauteur du produit (mm): 160 Sortie du produit (mm): 215  Classe 1. Essai au fil incandescent: 850. IP: IP20. Puissance totale: 8.",9405199090,Aluminium,Blanc,,118,160,215,,Non,"NA EPREL",12,"Descatalogado FR",2019,"0,85","10,2","0,62","0,005","0,06",215,150,130,,,,,,,,,,,,,,,,8,,,,,,,IP20,,https://files.ledsc4.com/main-photo/TC-0484-BLA,https://files.ledsc4.com/ambience-photo/1/TC-0484-BLA,,,,,https://files.ledsc4.com/imc/TC-0484-BLA.html,,,https://files.ledsc4.com/pl/TC-0484-BLA.html,https://files.ledsc4.com/ft3/fr/TC-0484-BLA.html,,,,,RETILAP-TRACK,FX-INC-I,,,,
TC-0484-NEG,V0,Oui,"Projecteur et spot",8435526866588,"Key Round",Forlight,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/TC-0484-NEG.html,"PROJECTEUR ET SPOT KEY ROUND GU10 8W NOIR IP20","LedsC4 Key Round TC-0484-NEG  Projecteur et spot à usage intérieur avec éclairage orientable.   Compatible avec rail triphasé. Non compatible avec TC-0473-BLA. Le module optique peut facilement tourner 360º. Matière de la structure: Aluminium. Finition structure: Noir. Garantie: 3 Ans.  Poids net du produit (kg): 0.62 Largeur ou diamètre du produit (mm): 118 Hauteur du produit (mm): 160 Sortie du produit (mm): 215  Classe 1. Essai au fil incandescent: 850. IP: IP20. Puissance totale: 8.",9405199090,Aluminium,Noir,,118,160,215,,Non,"NA EPREL",12,"Descatalogado FR",2019,"0,85","10,2","0,62","0,005","0,06",215,150,130,,,,,,,,,,,,,,,,8,,,,,,,IP20,,https://files.ledsc4.com/main-photo/TC-0484-NEG,https://files.ledsc4.com/ambience-photo/1/TC-0484-NEG,,,,,https://files.ledsc4.com/imc/TC-0484-NEG.html,,,https://files.ledsc4.com/pl/TC-0484-NEG.html,https://files.ledsc4.com/ft3/fr/TC-0484-NEG.html,,,,,RETILAP-TRACK,FX-INC-I,,,,
05-7587-81-M3,V0,Oui,"Applique murale",8435526867240,"Read Me",Decorative,,3,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/05-7587-81-M3.html,"APPLIQUE MURALE READ ME LED 6.5W 3000K ON-OFF NICKEL SATINÉ 388LM","LedsC4 Read Me 05-7587-81-M3  Applique murale à usage intérieur pour éclairer frontalement et vers le bas.   Design de F. Vilaró. Design contemporain. Très personnalisable : accessoires, finitions… Sans vis apparentes. Collection complète avec produits complémentaires. Durabilité élevée pour usage intensif. Le module optique peut facilement tourner 360º. Matière de la structure: Aluminium. Finition structure: Nickel satiné. Matière du diffuseur: PMMA. Garantie: 3 Ans.  Poids net du produit (kg): 0.79 Longueur du produit (mm): 165 Largeur ou diamètre du produit (mm): 153 Hauteur du produit (mm): 285  Classe 2. IP: IP20. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: HEP. Puissance maximale de la source lumineuse: 4.8W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 22.8. Risque photobiologique: RG1. Flux réel (lm): 388. Lm/W réels: 60. Plage de tension/fréquence: 100-240/50-60Hz. Tension: 9. Appareillage fourni: Oui. Puissance totale: 6.5. Facteur de puissance: 0.90. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, PMMA","Nickel satiné",165,153,285,,,Oui,F,6,"Descatalogado FR",2019,"1,26","7,56","0,79","0,017","0,102",250,195,310,,,,,,,,,,,,,,,,"6,5",,388,3000K,80,MEDIUM,ON-OFF,IP20,,https://files.ledsc4.com/main-photo/05-7587-81-M3,,,,,,https://files.ledsc4.com/imc/05-7587-81-M3.html,https://files.ledsc4.com/el/05-7587-81-M3.html,https://files.ledsc4.com/fm/05-7587-81-M3.html,https://files.ledsc4.com/pl/05-7587-81-M3.html,https://files.ledsc4.com/ft3/fr/05-7587-81-M3.html,https://files.ledsc4.com/3d/05-7587-81-M3.html,https://files.ledsc4.com/ies/05-7587-81-M3.html,https://files.ledsc4.com/ldt/05-7587-81-M3.html,,RETILAP-DECORATIVE,FX-LED-II,,,,
15-7434-N3-00,V0,Non,"Système d'éclairage linéair",8435526893669,"Infinite Pro Surface 1120 Down Structure",Architectural,,3,,https://files.ledsc4.com/ft2/fr/15-7434-N3-00.html,"SYSTÈME D'ÉCLAIRAGE LINÉAIR INFINITE PRO SURFACE 1120 DOWN STRUCTURE GRIS IP4","LedsC4 Infinite Pro Surface 1120 Down Structure 15-7434-N3-00  Système d&#039;éclairage linéair à usage intérieur   Module LED professionnel avec appareillage indépendant. Haut rendement lm/W réel. Pièce compacte à rendement élevé. Matière de la structure: Aluminium. Finition structure: Gris. Garantie: 3 Ans.  Poids net du produit (kg): 1.49 Longueur du produit (mm): 1136 Largeur ou diamètre du produit (mm): 52 Hauteur du produit (mm): 90  IP: IP40. Appareillage fourni: No.",9405199090,Aluminium,Gris,1136,52,90,,,Non,,1,"Descatalogado FR",2019,"1,95","1,95","1,49","0,009","0,009",1200,110,70,,,,,,,,,,,,,,,,,,,,,,,IP40,,https://files.ledsc4.com/main-photo/15-7434-N3-00,,,,,,https://files.ledsc4.com/imc/15-7434-N3-00.html,,,https://files.ledsc4.com/pl/15-7434-N3-00.html,,https://files.ledsc4.com/3d/15-7434-N3-00.html,,,,,,,,,"Infinite Pro Surface 1120 Down Structure"
55-E071-54-00,V0,Oui,"Système d'éclairage linéair",8435526870028,Path,Outdoor,,2,24VDC,https://files.ledsc4.com/ft2/fr/55-E071-54-00.html,"SYSTÈME D'ÉCLAIRAGE LINÉAIR IP66-IP67 PATH LED 9.6W RGB ALUMINIUM ANODISÉ 13","LedsC4 Path 55-E071-54-00  Système d&#039;éclairage linéair à usage extérieur pour éclairer vers le bas.   Comprend des connecteurs rapides et 3 plaques pour garantir et faciliter un raccord parfait entre les luminaires en chaîne. Comprend 2 sorties de câble pour faciliter l&#039;installation en chaîne. Mètres de câble fournis: 0.15. Matière de la structure: Aluminium. Finition structure: Aluminium anodisé. Matière du diffuseur: PMMA. Finition diffuseur: Opale. Protection contre les rayons ultraviolets. Garantie: 2 Ans.  Poids net du produit (kg): 2.08 Longueur du produit (mm): 1004 Largeur ou diamètre du produit (mm): 61 Hauteur du produit (mm): 68  Classe 3. IP: IP66-IP67. IK: IK10. LED. Nombre de douilles ou LED: 1. Puissance maximale de la source lumineuse: 9.6W. Température de couleur: RGB. Durée de vie en heures: 50.000h L80B20. Risque photobiologique: RG0. Flux réel (lm): 138. Lm/W réels: 14. Tension: 3. Appareillage fourni: Non, mais il est nécessaire. Puissance totale: 9.6.",9405423990,"Aluminium, PMMA","Aluminium anodisé, Opale",1004,61,68,,,Oui,"NA EPREL",6,"Descatalogado FR",2019,"2,7","16,2","2,08","0,008","0,048",1026,80,80,,,,,,,,,,,,,,,,"9,6",,138,RGB,,"Check Photometric file",,IP66-IP67,IK10,https://files.ledsc4.com/main-photo/55-E071-54-00,https://files.ledsc4.com/ambience-photo/1/55-E071-54-00,,,,,https://files.ledsc4.com/imc/55-E071-54-00.html,,https://files.ledsc4.com/fm/55-E071-54-00.html,https://files.ledsc4.com/pl/55-E071-54-00.html,https://files.ledsc4.com/ft3/fr/55-E071-54-00.html,https://files.ledsc4.com/3d/55-E071-54-00.html,https://files.ledsc4.com/ies/55-E071-54-00.html,https://files.ledsc4.com/ldt/55-E071-54-00.html,,RETILAP-APLIQUE,DW-LED-III,,,,
05-7832-21-M1,V0,Non,"Salle de bains",8435575314993,"Toi LED Medium",Decorative,"170,1",2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/05-7832-21-M1.html,"SALLE DE BAINS IP44 TOI LED MEDIUM LED 15.3W 3000K ON-OFF CHROME 1513LM","LedsC4 Toi LED Medium 05-7832-21-M1  Salle de bains à usage intérieur pour éclairer frontalement  Matière de la structure: Aluminium. Finition structure: Chrome. Matière du diffuseur: Polycarbonate. Finition diffuseur: Sablé. Garantie: 2 Ans.  Poids net du produit (kg): 0.89 Longueur du produit (mm): 570 Largeur ou diamètre du produit (mm): 45 Sortie du produit (mm): 81.5  Classe 1. IP: IP44. IK: IK09. LED. Nombre de douilles ou LED: 1. Marque de la LED: SAMSUNG. Marque du Driver: TRIDONIC. Puissance maximale de la source lumineuse: 13.4W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 17.6. Risque photobiologique: RG1. % de Flickering: &lt;5%. Flux réel (lm): 1513. Lm/W réels: 99. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 3. Appareillage fourni: Oui. Puissance totale: 15.3. Facteur de puissance: 0.90. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, Polycarbonate","Chrome, Sablé",570,45,,"81,5",,Oui,E,8,"Descatalogado FR",2020,"1,25",10,"0,89","0,011","0,088",140,100,635,,,,,,,,,,,,,,,,"15,3",,1513,3000K,80,,ON-OFF,IP44,IK09,https://files.ledsc4.com/main-photo/05-7832-21-M1,,,,,,https://files.ledsc4.com/imc/05-7832-21-M1.html,https://files.ledsc4.com/el/05-7832-21-M1.html,https://files.ledsc4.com/fm/05-7832-21-M1.html,,,https://files.ledsc4.com/3d/05-7832-21-M1.html,https://files.ledsc4.com/ies/05-7832-21-M1.html,https://files.ledsc4.com/ldt/05-7832-21-M1.html,,,FX-LED-I,,,,"Toi LED Medium"
30-7973-14-F9,V0,Non,Ventilateur,8435575324060,"Bora ø988mm",Forlight,"310,05",5,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/30-7973-14-F9.html,"VENTILATEUR BORA Ø988MM LED 1800 3000K 0-10V / DALI / PWM BLANC BLANC","LedsC4 Bora ø988mm 30-7973-14-F9  Ventilateur à usage intérieur pour éclairer vers le bas.  Matière de la structure: Acier. Finition structure: Blanc. Matière des pales: Polycarbonate. Finition pales: Blanc. Matière du diffuseur: Verre. Finition diffuseur: Sablé. Garantie: 5 Ans.  Poids net du produit (kg): 4.81 Largeur ou diamètre du produit (mm): 988 Hauteur du produit (mm): 216  Classe 1. IP: IP20. LED. Nombre de douilles ou LED: 1. Marque de la LED: EDISON. Marque du Driver: MEANWELL. Puissance maximale de la source lumineuse: 18W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 36.000h L70B30. Facteur UGR: 18.6. Risque photobiologique: RG1. % de Flickering: &lt;5%. Flux réel (lm): 694. Flux nominal (lm): 1800. Lm/W réels: 39. Plage de tension/fréquence: 90-305. Tension: 230. Appareillage fourni: Oui. Puissance totale: 18. Appareillage réglable fourni: 0-10V / DALI / PWM.",8414510090,"Acier, Verre","Blanc, Sablé",,988,216,,"1xLED 18 1800 lm",Oui,F,1,"Discontinuo FR",2020,"6,45","6,45","4,81","0,044","0,044",655,285,235,,,,,,,,,,,,,,,,18,1800,694,3000K,80,HORIZONTAL,"0-10V / DALI / PWM",IP20,,https://files.ledsc4.com/main-photo/30-7973-14-F9,https://files.ledsc4.com/ambience-photo/1/30-7973-14-F9,https://files.ledsc4.com/ambience-photo/2/30-7973-14-F9,https://files.ledsc4.com/ambience-photo/3/30-7973-14-F9,,,https://files.ledsc4.com/imc/30-7973-14-F9.html,https://files.ledsc4.com/el/30-7973-14-F9.html,https://files.ledsc4.com/fm/30-7973-14-F9.html,,,https://files.ledsc4.com/3d/30-7973-14-F9.html,https://files.ledsc4.com/ies/30-7973-14-F9.html,https://files.ledsc4.com/ldt/30-7973-14-F9.html,,,FX-LED-I,,,,"Bora 988 mm"
05-E079-Z5-CL,V0,Oui,"Applique murale",8435575323032,"Afrodita Tech Big Single Emission",Outdoor,,2,"100-240V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/05-E079-Z5-CL.html,"APPLIQUE MURALE IP66 AFRODITA TECH BIG SINGLE EMISSION LED 22.3W 3000K 0-10V GRI","LedsC4 Afrodita Tech Big Single Emission 05-E079-Z5-CL  Applique murale à usage extérieur pour éclairer vers le bas.  Comprend 2 sorties de câble pour faciliter l&#039;installation en chaîne. Matière de la structure: Aluminium. Finition structure: Gris urbain. Matière du diffuseur: Verre. Finition diffuseur: Transparent. Protection contre les rayons ultraviolets. Garantie: 2 Ans.  Poids net du produit (kg): 5.73 Largeur ou diamètre du produit (mm): 215 Hauteur du produit (mm): 215 Sortie du produit (mm): 185  Classe 1. Essai au fil incandescent: 850. IP: IP66. IK: IK07. LED. Nombre de douilles ou LED: 1. Marque de la LED: CREE. Marque du Driver: INVENTRONICS. Puissance maximale de la source lumineuse: 19.3W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 2. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 16.7. Risque photobiologique: RG1. Flux réel (lm): 721. Lm/W réels: 32. Plage de tension/fréquence: 90-305/50-60Hz. Tension: 36. Appareillage fourni: Oui. Puissance totale: 22.3. Facteur de puissance: 0.95. Appareillage réglable fourni: 0-10V.",9405119090,"Aluminium, Verre","Gris urbain, Transparent",,215,215,185,,Oui,E,2,"Descatalogado FR",2020,"6,33","12,66","5,73","0,018","0,036",230,230,255,,,,,,,,,,,,,,,,"22,3",,721,3000K,80,"Check Photometric file",0-10V,IP66,IK07,https://files.ledsc4.com/main-photo/05-E079-Z5-CL,,,,,,https://files.ledsc4.com/imc/05-E079-Z5-CL.html,https://files.ledsc4.com/el/05-E079-Z5-CL.html,https://files.ledsc4.com/fm/05-E079-Z5-CL.html,,https://files.ledsc4.com/ft3/fr/05-E079-Z5-CL.html,https://files.ledsc4.com/3d/05-E079-Z5-CL.html,https://files.ledsc4.com/ies/05-E079-Z5-CL.html,https://files.ledsc4.com/ldt/05-E079-Z5-CL.html,,RETILAP-APLIQUE,FX-LED-I,,,,"Afrodita Tech Big Single Emission"
05-7832-60-M1,V0,Non,"Salle de bains",8435575315006,"Toi LED Medium",Decorative,"170,1",2,220-240V/50-60Hz,https://files.ledsc4.com/ft2/fr/05-7832-60-M1.html,"SALLE DE BAINS IP44 TOI LED MEDIUM LED 15.3W 3000K ON-OFF NOIR 1513LM","LedsC4 Toi LED Medium 05-7832-60-M1  Salle de bains à usage intérieur pour éclairer frontalement  Matière de la structure: Aluminium. Finition structure: Noir. Matière du diffuseur: Polycarbonate. Finition diffuseur: Sablé. Garantie: 2 Ans.  Poids net du produit (kg): 0.89 Longueur du produit (mm): 570 Largeur ou diamètre du produit (mm): 45 Sortie du produit (mm): 81.5  Classe 1. IP: IP44. IK: IK09. LED. Nombre de douilles ou LED: 1. Marque de la LED: SAMSUNG. Marque du Driver: TRIDONIC. Puissance maximale de la source lumineuse: 13.4W. Température de couleur: 3000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 17.6. Risque photobiologique: RG1. % de Flickering: &lt;5%. Flux réel (lm): 1513. Lm/W réels: 99. Plage de tension/fréquence: 220-240/50-60Hz. Tension: 3. Appareillage fourni: Oui. Puissance totale: 15.3. Facteur de puissance: 0.90. Appareillage réglable fourni: ON-OFF.",9405119090,"Aluminium, Polycarbonate","Noir, Sablé",570,45,,"81,5",,Oui,E,8,"Descatalogado FR",2020,"1,25",10,"0,89","0,011","0,088",140,100,635,,,,,,,,,,,,,,,,"15,3",,1513,3000K,80,,ON-OFF,IP44,IK09,https://files.ledsc4.com/main-photo/05-7832-60-M1,,,,,,https://files.ledsc4.com/imc/05-7832-60-M1.html,https://files.ledsc4.com/el/05-7832-60-M1.html,https://files.ledsc4.com/fm/05-7832-60-M1.html,,,https://files.ledsc4.com/3d/05-7832-60-M1.html,https://files.ledsc4.com/ies/05-7832-60-M1.html,https://files.ledsc4.com/ldt/05-7832-60-M1.html,,,FX-LED-I,,,,"Toi LED Medium"
15-E110-M1-EH,V0,Non,"Applique de plafond",8445386089454,"Mega ø800mm",Outdoor,,2,"100-277V ~ 50/60Hz",https://files.ledsc4.com/ft2/fr/15-E110-M1-EH.html,"APPLIQUE DE PLAFOND IP65 MEGA Ø800MM LED 81.4W SW 3000-4000K DALI BLANC OPALE 8","LedsC4 Mega ø800mm 15-E110-M1-EH  Applique de plafond à usage extérieur  Comprend 2 sorties de câble pour faciliter l&#039;installation en chaîne. Matière de la structure: Aluminium. Finition structure: Blanc opale. Matière du diffuseur: Plastique. Finition diffuseur: Blanc opale. Protection contre les rayons ultraviolets. Garantie: 2 Ans.  Poids net du produit (kg): 9.92 Largeur ou diamètre du produit (mm): 800 Hauteur du produit (mm): 155  Classe 1. IP: IP65. IK: IK10. LED. Nombre de douilles ou LED: 1. Marque du Driver: MEAN WELL. Puissance maximale de la source lumineuse: 74W. Température de couleur: SW 3000-4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 13.9. Risque photobiologique: RG0. % de Flickering: &lt;5%. Flux réel (lm): 8062. Lm/W réels: 99. Plage de tension/fréquence: 100-305/50-60Hz. Tension: 3. Température de couleur: SW 3000-4000K. Indice de rendu des couleurs: 80. Steps Mac Adam: 3. Durée de vie en heures: 50.000h L80B20. Facteur UGR: 13.9. Risque photobiologique: RG0. Flux réel (lm): 8062. Lm/W réels: 99. Tension: 3. Appareillage fourni: Oui. Puissance totale: 81.4. Facteur de puissance: 0.95. Appareillage réglable fourni: DALI.",9405119090,"Aluminium, Plastique","Blanc opale, Blanc opale",,800,155,,,Oui,E,1,"Descatalogado FR",2021,"12,2","12,2","9,92","0,18","0,18",850,850,250,,,,,,,,,,,,,,,,"81,4",,8062,"SW 3000-4000K",80,SPOT,DALI,IP65,IK10,https://files.ledsc4.com/main-photo/15-E110-M1-EH,https://files.ledsc4.com/ambience-photo/1/15-E110-M1-EH,,,https://files.ledsc4.com/detail-photo/1/15-E110-M1-EH,https://files.ledsc4.com/detail-photo/2/15-E110-M1-EH,https://files.ledsc4.com/imc/15-E110-M1-EH.html,https://files.ledsc4.com/el/15-E110-M1-EH.html,https://files.ledsc4.com/fm/15-E110-M1-EH.html,,,https://files.ledsc4.com/3d/15-E110-M1-EH.html,https://files.ledsc4.com/ies/15-E110-M1-EH.html,https://files.ledsc4.com/ldt/15-E110-M1-EH.html,,,FX-LED-I,,,,"Mega Ceiling 800mm"
